ID,Type,SKU,Name,Published,Short description,Description,In stock?,Regular price,Categories,Tags,Software,Tipo,SEO Keyword,Meta Description
111,simple,CTM-0112,Optimización de Estrategias de Precios,1,Informe de análisis de rendimiento: información valiosa para el éxito empresarial.,"Informe de análisis de rendimiento: información valiosa para el éxito empresarial. Pensado para PyMEs que buscan tomar decisiones basadas en datos reales del negocio. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Optimización de Estrategias de Precios""? Solicitá una demo sin cargo.",1,165.00,Business Intelligence,"Business Intelligence,Capacitación,Clientum,Multiplataforma",Multiplataforma,Capacitación,business intelligence capacitación,Optimización de Estrategias de Precios: Informe de análisis de rendimiento: información valiosa para el éxito empresarial. Pedí tu presupuesto con Clientum.
112,simple,CTM-0113,Optimización de Proyectos Empresariales,1,Análisis de procesos empresariales: optimiza el rendimiento y la eficiencia de tu empresa.,"Análisis de procesos empresariales: optimiza el rendimiento y la eficiencia de tu empresa. Pensado para PyMEs que buscan tomar decisiones basadas en datos reales del negocio. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Optimización de Proyectos Empresariales""? Solicitá una demo sin cargo.",1,1425.00,Business Intelligence,"Business Intelligence,Clientum,Implementación,Multiplataforma",Multiplataforma,Implementación,business intelligence implementación,Optimización de Proyectos Empresariales: Análisis de procesos empresariales: optimiza el rendimiento y la eficiencia de tu empresa. Pedí tu presupuesto con Clientum.
113,simple,CTM-0114,Plataforma de Analítica Web,1,Análisis del comportamiento web.,"Análisis del comportamiento web. Pensado para PyMEs que buscan tomar decisiones basadas en datos reales del negocio. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Plataforma de Analítica Web""? Solicitá una demo sin cargo.",1,15.00,Business Intelligence,"Business Intelligence,Clientum,Implementación,Multiplataforma",Multiplataforma,Implementación,business intelligence implementación,Plataforma de Analítica Web: Análisis del comportamiento web. Pedí tu presupuesto con Clientum.
114,simple,CTM-0115,Evaluación de Impacto: Analiza y Mide el Éxito de tus Iniciativas,1,Evaluación de impacto: herramienta para medir el éxito de tus iniciativas.,"Evaluación de impacto: herramienta para medir el éxito de tus iniciativas. Pensado para PyMEs que buscan tomar decisiones basadas en datos reales del negocio. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Evaluación de Impacto: Analiza y Mide el Éxito de tus Iniciativas""? Solicitá una demo sin cargo.",1,1575.00,Business Intelligence,"Business Intelligence,Clientum,Implementación,Multiplataforma",Multiplataforma,Implementación,business intelligence implementación,Evaluación de Impacto: Analiza y Mide el Éxito de tus Iniciativas: Evaluación de impacto: herramienta para medir el éxito de tus iniciativas. Pedí tu presupuesto con Clientum.
115,simple,CTM-0116,Análisis de Comportamiento del Consumidor,1,Análisis de comportamiento.,"Análisis de comportamiento. Pensado para PyMEs que buscan tomar decisiones basadas en datos reales del negocio. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Análisis de Comportamiento del Consumidor""? Solicitá una demo sin cargo.",1,1125.00,Business Intelligence,"Business Intelligence,Clientum,Implementación,Multiplataforma",Multiplataforma,Implementación,business intelligence implementación,Análisis de Comportamiento del Consumidor: Análisis de comportamiento. Pedí tu presupuesto con Clientum.
116,simple,CTM-0117,Planificación Financiera con IA,1,Solución de planificación financiera con ia.,"Solución de planificación financiera con ia. Pensado para PyMEs que buscan aplicar IA de forma práctica a procesos reales del negocio. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Planificación Financiera con IA""? Solicitá una demo sin cargo.",1,12.00,Inteligencia Artificial,"Clientum,Implementación,Inteligencia Artificial,Multiplataforma",Multiplataforma,Implementación,inteligencia artificial implementación,Planificación Financiera con IA: Solución de planificación financiera con ia. Pedí tu presupuesto con Clientum.
117,simple,CTM-0118,Análisis de Datos de Recursos Humanos con IA,1,Solución de análisis de datos de rrhh basada en ia.,"Solución de análisis de datos de rrhh basada en ia. Pensado para PyMEs que buscan aplicar IA de forma práctica a procesos reales del negocio. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Análisis de Datos de Recursos Humanos con IA""? Solicitá una demo sin cargo.",1,1275.00,Inteligencia Artificial,"Capacitación,Clientum,Inteligencia Artificial,Multiplataforma",Multiplataforma,Capacitación,inteligencia artificial capacitación,Análisis de Datos de Recursos Humanos con IA: Solución de análisis de datos de rrhh basada en ia. Pedí tu presupuesto con Clientum.
118,simple,CTM-0119,Análisis de Datos de la Cadena de Suministro con IA,1,Solución de análisis de datos de la cadena de suministro con ia.,"Solución de análisis de datos de la cadena de suministro con ia. Pensado para PyMEs que buscan aplicar IA de forma práctica a procesos reales del negocio. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Análisis de Datos de la Cadena de Suministro con IA""? Solicitá una demo sin cargo.",1,135.00,Inteligencia Artificial,"Clientum,Implementación,Inteligencia Artificial,Multiplataforma",Multiplataforma,Implementación,inteligencia artificial implementación,Análisis de Datos de la Cadena de Suministro con IA: Solución de análisis de datos de la cadena de suministro con ia. Pedí tu presupuesto con Clientum.
119,simple,CTM-0120,Análisis de Interacciones con Clientes con IA,1,Solución de análisis de interacciones con clientes basada en ia.,"Solución de análisis de interacciones con clientes basada en ia. Pensado para PyMEs que buscan aplicar IA de forma práctica a procesos reales del negocio. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Análisis de Interacciones con Clientes con IA""? Solicitá una demo sin cargo.",1,975.00,Inteligencia Artificial,"Clientum,Implementación,Inteligencia Artificial,Multiplataforma",Multiplataforma,Implementación,inteligencia artificial implementación,Análisis de Interacciones con Clientes con IA: Solución de análisis de interacciones con clientes basada en ia. Pedí tu presupuesto con Clientum.
120,simple,CTM-0121,Gestión de Cumplimiento Normativo con IA,1,Solución de gestión de cumplimiento normativo con ia.,"Solución de gestión de cumplimiento normativo con ia. Pensado para PyMEs que buscan aplicar IA de forma práctica a procesos reales del negocio. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Gestión de Cumplimiento Normativo con IA""? Solicitá una demo sin cargo.",1,105.00,Inteligencia Artificial,"Clientum,Implementación,Inteligencia Artificial,Multiplataforma",Multiplataforma,Implementación,inteligencia artificial implementación,Gestión de Cumplimiento Normativo con IA: Solución de gestión de cumplimiento normativo con ia. Pedí tu presupuesto con Clientum.
121,simple,CTM-0122,IA y ML,1,Ia y ml.,"Ia y ml. Pensado para PyMEs que buscan aplicar IA de forma práctica a procesos reales del negocio. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""IA y ML""? Solicitá una demo sin cargo.",1,6.00,Inteligencia Artificial,"Clientum,Implementación,Inteligencia Artificial,Multiplataforma",Multiplataforma,Implementación,inteligencia artificial implementación,IA y ML: Ia y ml. Pedí tu presupuesto con Clientum.
122,simple,CTM-0123,Ciencia de Datos,1,Consultoría en analítica.,"Consultoría en analítica. Pensado para PyMEs que buscan tomar decisiones basadas en datos reales del negocio. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Ciencia de Datos""? Solicitá una demo sin cargo.",1,675.00,Business Intelligence,"Business Intelligence,Clientum,Consultoría,Multiplataforma",Multiplataforma,Consultoría,business intelligence consultoría,Ciencia de Datos: Consultoría en analítica. Pedí tu presupuesto con Clientum.
123,simple,CTM-0124,Reportes de Ventas,1,Reportes de ventas.,"Reportes de ventas. Pensado para PyMEs que buscan tomar decisiones basadas en datos reales del negocio. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Reportes de Ventas""? Solicitá una demo sin cargo.",1,75.00,Business Intelligence,"Business Intelligence,Clientum,Implementación,Multiplataforma",Multiplataforma,Implementación,business intelligence implementación,Reportes de Ventas: Reportes de ventas. Pedí tu presupuesto con Clientum.
124,simple,CTM-0125,Soluciones completas para grandes empresas con necesidades analíticas avanzadas y continuas.,1,Soluciones completas para grandes empresas con necesidades analíticas avanzadas y continuas.,"Soluciones completas para grandes empresas con necesidades analíticas avanzadas y continuas. Pensado para PyMEs que buscan tomar decisiones basadas en datos reales del negocio. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Soluciones completas para grandes empresas con necesidades analíticas avanzadas y continuas.""? Solicitá una demo sin cargo.",1,825.00,Business Intelligence,"Business Intelligence,Clientum,Implementación,Multiplataforma",Multiplataforma,Implementación,business intelligence implementación,Soluciones completas para grandes empresas con necesidades analíticas avanzadas y continuas.: Soluciones completas para grandes empresas con necesi... Pedí tu presupuesto con Clientum.
125,simple,CTM-0126,Consultoría en Estrategia Web: Optimiza tu presencia online y alcanza tus objetivos,1,"Consultoría en estrategia web: impulsa tu presencia digital al siguiente nivel. análisis exhaustivo, estrategia personalizada, SEO, marketing de contenidos, análisis de datos. beneficios: mayor visibilidad, generación de.","Consultoría en estrategia web: impulsa tu presencia digital al siguiente nivel. análisis exhaustivo, estrategia personalizada, SEO, marketing de contenidos, análisis de datos. beneficios: mayor visibilidad, generación de. Pensado para PyMEs que buscan tomar decisiones basadas en datos reales del negocio. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Consultoría en Estrategia Web: Optimiza tu presencia online y alcanza tus objetivos""? Solicitá una demo sin cargo.",1,9.00,Business Intelligence,"Business Intelligence,Clientum,Consultoría,Multiplataforma",Multiplataforma,Consultoría,business intelligence consultoría,Consultoría en Estrategia Web: Optimiza tu presencia online y alcanza tus objetivos: Consultoría en estrategia web: impulsa tu presencia digital al... Pedí tu presupuesto con Clientum.
126,simple,CTM-0127,Implementación De Medidas De Protección,1,"Servicios de consultoría y despliegue de soluciones de detección, prevención y respuesta a amenazas cibernéticas en infraestructuras críticas y operacionales.","Servicios de consultoría y despliegue de soluciones de detección, prevención y respuesta a amenazas cibernéticas en infraestructuras críticas y operacionales. Pensado para PyMEs que buscan proteger su información y operar con tranquilidad. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Implementación De Medidas De Protección""? Solicitá una demo sin cargo.",1,39.00,Ciberseguridad,"Ciberseguridad,Clientum,Consultoría,Multiplataforma",Multiplataforma,Consultoría,ciberseguridad consultoría,"Implementación De Medidas De Protección: Servicios de consultoría y despliegue de soluciones de detección, prevención y respuesta a amenazas cibern... Pedí tu presupuesto con Clientum."
127,simple,CTM-0128,Desarrollo de soluciones de ciberseguridad,1,Servicios de creación de aplicaciones y sistemas de ciberseguridad para la defensa frente a amenazas.,"Servicios de creación de aplicaciones y sistemas de ciberseguridad para la defensa frente a amenazas. Pensado para PyMEs que buscan proteger su información y operar con tranquilidad. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Desarrollo de soluciones de ciberseguridad""? Solicitá una demo sin cargo.",1,3675.00,Ciberseguridad,"Ciberseguridad,Clientum,Implementación,Multiplataforma",Multiplataforma,Implementación,ciberseguridad implementación,Desarrollo de soluciones de ciberseguridad: Servicios de creación de aplicaciones y sistemas de ciberseguridad para la defensa frente a amenazas. Pedí tu presupuesto con Clientum.
128,simple,CTM-0129,Servicios de ciberseguridad,1,Servicios de consultoría especializada en ciberseguridad para la protección de activos digitales.,"Servicios de consultoría especializada en ciberseguridad para la protección de activos digitales. Pensado para PyMEs que buscan proteger su información y operar con tranquilidad. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Servicios de ciberseguridad""? Solicitá una demo sin cargo.",1,345.00,Ciberseguridad,"Ciberseguridad,Clientum,Consultoría,Multiplataforma",Multiplataforma,Consultoría,ciberseguridad consultoría,Servicios de ciberseguridad: Servicios de consultoría especializada en ciberseguridad para la protección de activos digitales. Pedí tu presupuesto con Clientum.
129,simple,CTM-0130,Ciberseguridad avanzada,1,"Servicios de consultoría y despliegue de tecnologías de seguridad de la información, detección de amenazas y protección de activos digitales.","Servicios de consultoría y despliegue de tecnologías de seguridad de la información, detección de amenazas y protección de activos digitales. Pensado para PyMEs que buscan proteger su información y operar con tranquilidad. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Ciberseguridad avanzada""? Solicitá una demo sin cargo.",1,3225.00,Ciberseguridad,"Capacitación,Ciberseguridad,Clientum,Multiplataforma",Multiplataforma,Capacitación,ciberseguridad capacitación,"Ciberseguridad avanzada: Servicios de consultoría y despliegue de tecnologías de seguridad de la información, detección de amenazas y protección de... Pedí tu presupuesto con Clientum."
130,simple,CTM-0131,Seguridad informática,1,Servicios de seguridad y protección de sistemas.,"Servicios de seguridad y protección de sistemas. Pensado para PyMEs que buscan proteger su información y operar con tranquilidad. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Seguridad informática""? Solicitá una demo sin cargo.",1,3.00,Ciberseguridad,"Ciberseguridad,Clientum,Implementación,Multiplataforma",Multiplataforma,Implementación,ciberseguridad implementación,Seguridad informática: Servicios de seguridad y protección de sistemas. Pedí tu presupuesto con Clientum.
131,simple,CTM-0132,Auditoría de Seguridad,1,Auditoría de ciberseguridad.,"Auditoría de ciberseguridad. Pensado para PyMEs que buscan proteger su información y operar con tranquilidad. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Auditoría de Seguridad""? Solicitá una demo sin cargo.",1,2775.00,Ciberseguridad,"Ciberseguridad,Clientum,Consultoría,Multiplataforma",Multiplataforma,Consultoría,ciberseguridad consultoría,Auditoría de Seguridad: Auditoría de ciberseguridad. Pedí tu presupuesto con Clientum.
132,simple,CTM-0133,Gestión de Identidades y Accesos,1,Gestión de identidades y accesos.,"Gestión de identidades y accesos. Pensado para PyMEs que buscan proteger su información y operar con tranquilidad. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Gestión de Identidades y Accesos""? Solicitá una demo sin cargo.",1,255.00,Ciberseguridad,"Ciberseguridad,Clientum,Implementación,Multiplataforma",Multiplataforma,Implementación,ciberseguridad implementación,Gestión de Identidades y Accesos: Gestión de identidades y accesos. Pedí tu presupuesto con Clientum.
133,simple,CTM-0134,Verificación de Seguridad en Big Data,1,Auditoría de seguridad en big data.,"Auditoría de seguridad en big data. Pensado para PyMEs que buscan proteger su información y operar con tranquilidad. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Verificación de Seguridad en Big Data""? Solicitá una demo sin cargo.",1,2325.00,Ciberseguridad,"Ciberseguridad,Clientum,Consultoría,Multiplataforma",Multiplataforma,Consultoría,ciberseguridad consultoría,Verificación de Seguridad en Big Data: Auditoría de seguridad en big data. Pedí tu presupuesto con Clientum.
134,simple,CTM-0135,Instalación de Sistemas de Alarmas,1,Sistemas de videovigilancia.,"Sistemas de videovigilancia. Pensado para PyMEs que buscan proteger su información y operar con tranquilidad. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Instalación de Sistemas de Alarmas""? Solicitá una demo sin cargo.",1,21.00,Ciberseguridad,"Ciberseguridad,Clientum,Implementación,Multiplataforma",Multiplataforma,Implementación,ciberseguridad implementación,Instalación de Sistemas de Alarmas: Sistemas de videovigilancia. Pedí tu presupuesto con Clientum.
135,simple,CTM-0136,Respuesta a incidentes básica,1,Monitoreo y respuesta a incidentes.,"Monitoreo y respuesta a incidentes. Pensado para PyMEs que buscan proteger su información y operar con tranquilidad. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Respuesta a incidentes básica""? Solicitá una demo sin cargo.",1,1725.00,Ciberseguridad,"Ciberseguridad,Clientum,Multiplataforma,Soporte",Multiplataforma,Soporte,ciberseguridad soporte,Respuesta a incidentes básica: Monitoreo y respuesta a incidentes. Pedí tu presupuesto con Clientum.
136,simple,CTM-0137,Análisis de Riesgos de Ciberseguridad,1,Análisis de riesgos y ciberseguridad.,"Análisis de riesgos y ciberseguridad. Pensado para PyMEs que buscan proteger su información y operar con tranquilidad. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Análisis de Riesgos de Ciberseguridad""? Solicitá una demo sin cargo.",1,195.00,Ciberseguridad,"Ciberseguridad,Clientum,Implementación,Multiplataforma",Multiplataforma,Implementación,ciberseguridad implementación,Análisis de Riesgos de Ciberseguridad: Análisis de riesgos y ciberseguridad. Pedí tu presupuesto con Clientum.
137,simple,CTM-0138,Servicios de Seguridad Ecommerce,1,Servicios de seguridad y cumplimiento para ecommerce.,"Servicios de seguridad y cumplimiento para ecommerce. Pensado para PyMEs que buscan proteger su información y operar con tranquilidad. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Servicios de Seguridad Ecommerce""? Solicitá una demo sin cargo.",1,15.00,Ciberseguridad,"Ciberseguridad,Clientum,Implementación,Multiplataforma",Multiplataforma,Implementación,ciberseguridad implementación,Servicios de Seguridad Ecommerce: Servicios de seguridad y cumplimiento para ecommerce. Pedí tu presupuesto con Clientum.
138,simple,CTM-0139,Seguridad Adicional: Tu escudo digital para un hogar protegido,1,Seguridad adicional: protege tu hogar con tranquilidad.,"Seguridad adicional: protege tu hogar con tranquilidad. Pensado para PyMEs que buscan proteger su información y operar con tranquilidad. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Seguridad Adicional: Tu escudo digital para un hogar protegido""? Solicitá una demo sin cargo.",1,1275.00,Ciberseguridad,"Ciberseguridad,Clientum,Implementación,Multiplataforma",Multiplataforma,Implementación,ciberseguridad implementación,Seguridad Adicional: Tu escudo digital para un hogar protegido: Seguridad adicional: protege tu hogar con tranquilidad. Pedí tu presupuesto con Clientum.
139,simple,CTM-0140,Respaldo y Recuperación de Datos: Protege tus archivos con nuestra solución integral,1,"Respaldo y recuperación de datos: tu salvavidas digital. protege tus datos de pérdidas y disfruta de tranquilidad con respaldos automáticos, almacenamiento en la nube y recuperación rápida.","Respaldo y recuperación de datos: tu salvavidas digital. protege tus datos de pérdidas y disfruta de tranquilidad con respaldos automáticos, almacenamiento en la nube y recuperación rápida. Pensado para PyMEs que buscan proteger su información y operar con tranquilidad. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Respaldo y Recuperación de Datos: Protege tus archivos con nuestra solución integral""? Solicitá una demo sin cargo.",1,105.00,Ciberseguridad,"Ciberseguridad,Clientum,Implementación,Multiplataforma",Multiplataforma,Implementación,ciberseguridad implementación,Respaldo y Recuperación de Datos: Protege tus archivos con nuestra solución integral: Respaldo y recuperación de datos: tu salvavidas digital. prot... Pedí tu presupuesto con Clientum.
140,simple,CTM-0141,Plataforma de Monitoreo y Alertas,1,Monitoreo y alertas proactivas.,"Monitoreo y alertas proactivas. Pensado para PyMEs que buscan proteger su información y operar con tranquilidad. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Plataforma de Monitoreo y Alertas""? Solicitá una demo sin cargo.",1,825.00,Ciberseguridad,"Ciberseguridad,Clientum,Multiplataforma,Soporte",Multiplataforma,Soporte,ciberseguridad soporte,Plataforma de Monitoreo y Alertas: Monitoreo y alertas proactivas. Pedí tu presupuesto con Clientum.
141,simple,CTM-0142,Detección de Fraude con IA,1,Detección de fraude.,"Detección de fraude. Pensado para PyMEs que buscan proteger su información y operar con tranquilidad. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Detección de Fraude con IA""? Solicitá una demo sin cargo.",1,6.00,Ciberseguridad,"Ciberseguridad,Clientum,Implementación,Multiplataforma",Multiplataforma,Implementación,ciberseguridad implementación,Detección de Fraude con IA: Detección de fraude. Pedí tu presupuesto con Clientum.
142,simple,CTM-0143,SSL Básico,1,Certificado ssl para sitios web.,"Certificado ssl para sitios web. Pensado para PyMEs que buscan proteger su información y operar con tranquilidad. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""SSL Básico""? Solicitá una demo sin cargo.",1,375.00,Ciberseguridad,"Ciberseguridad,Clientum,Implementación,Multiplataforma",Multiplataforma,Implementación,ciberseguridad implementación,SSL Básico: Certificado ssl para sitios web. Pedí tu presupuesto con Clientum.
143,simple,CTM-0144,Migración Básica a la Nube,1,Servicios de consultoría y ejecución de proyectos de migración y adopción de soluciones cloud.,"Servicios de consultoría y ejecución de proyectos de migración y adopción de soluciones cloud. Pensado para PyMEs que buscan contar con infraestructura estable, rápida y segura. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Migración Básica a la Nube""? Solicitá una demo sin cargo.",1,24.00,Hosting e Infraestructura,"Clientum,Consultoría,Hosting e Infraestructura,Multiplataforma",Multiplataforma,Consultoría,hosting e infraestructura consultoría,Migración Básica a la Nube: Servicios de consultoría y ejecución de proyectos de migración y adopción de soluciones cloud. Pedí tu presupuesto con Clientum.
144,simple,CTM-0145,Cloud Computing,1,Servicios de consultoría y ejecución de proyectos de adopción de soluciones en la nube.,"Servicios de consultoría y ejecución de proyectos de adopción de soluciones en la nube. Pensado para PyMEs que buscan contar con infraestructura estable, rápida y segura. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Cloud Computing""? Solicitá una demo sin cargo.",1,225.00,Hosting e Infraestructura,"Clientum,Consultoría,Hosting e Infraestructura,Multiplataforma",Multiplataforma,Consultoría,hosting e infraestructura consultoría,Cloud Computing: Servicios de consultoría y ejecución de proyectos de adopción de soluciones en la nube. Pedí tu presupuesto con Clientum.
145,simple,CTM-0146,Servicios de Implementación de ERP en la Nube,1,"Servicios de consultoría y despliegue de soluciones de computación en la nube, almacenamiento, redes y servicios gestionados.","Servicios de consultoría y despliegue de soluciones de computación en la nube, almacenamiento, redes y servicios gestionados. Pensado para PyMEs que buscan contar con infraestructura estable, rápida y segura. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Servicios de Implementación de ERP en la Nube""? Solicitá una demo sin cargo.",1,21.00,Hosting e Infraestructura,"Clientum,Consultoría,Hosting e Infraestructura,Multiplataforma",Multiplataforma,Consultoría,hosting e infraestructura consultoría,"Servicios de Implementación de ERP en la Nube: Servicios de consultoría y despliegue de soluciones de computación en la nube, almacenamiento, redes... Pedí tu presupuesto con Clientum."
146,simple,CTM-0147,Servicios de Alojamiento y Cloud,1,Servicios de alojamiento y cloud.,"Servicios de alojamiento y cloud. Pensado para PyMEs que buscan contar con infraestructura estable, rápida y segura. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Servicios de Alojamiento y Cloud""? Solicitá una demo sin cargo.",1,195.00,Hosting e Infraestructura,"Clientum,Hosting e Infraestructura,Implementación,Multiplataforma",Multiplataforma,Implementación,hosting e infraestructura implementación,Servicios de Alojamiento y Cloud: Servicios de alojamiento y cloud. Pedí tu presupuesto con Clientum.
147,simple,CTM-0148,Optimización de Recursos TI,1,Mejora de recursos tecnológicos.,"Mejora de recursos tecnológicos. Pensado para PyMEs que buscan contar con infraestructura estable, rápida y segura. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Optimización de Recursos TI""? Solicitá una demo sin cargo.",1,1575.00,Hosting e Infraestructura,"Capacitación,Clientum,Hosting e Infraestructura,Multiplataforma",Multiplataforma,Capacitación,hosting e infraestructura capacitación,Optimización de Recursos TI: Mejora de recursos tecnológicos. Pedí tu presupuesto con Clientum.
148,simple,CTM-0149,Soluciones de nube híbrida,1,Servicios de implementación y gestión de entornos de nube híbrida.,"Servicios de implementación y gestión de entornos de nube híbrida. Pensado para PyMEs que buscan contar con infraestructura estable, rápida y segura. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Soluciones de nube híbrida""? Solicitá una demo sin cargo.",1,1725.00,Hosting e Infraestructura,"Clientum,Hosting e Infraestructura,Implementación,Multiplataforma",Multiplataforma,Implementación,hosting e infraestructura implementación,Soluciones de nube híbrida: Servicios de implementación y gestión de entornos de nube híbrida. Pedí tu presupuesto con Clientum.
149,simple,CTM-0150,Plataforma ERP en la nube,1,Erp en la nube.,"Erp en la nube. Pensado para PyMEs que buscan contar con infraestructura estable, rápida y segura. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Plataforma ERP en la nube""? Solicitá una demo sin cargo.",1,1875.00,Hosting e Infraestructura,"Clientum,Hosting e Infraestructura,Implementación,Multiplataforma",Multiplataforma,Implementación,hosting e infraestructura implementación,Plataforma ERP en la nube: Erp en la nube. Pedí tu presupuesto con Clientum.
150,simple,CTM-0151,Consultoría en Soluciones Cloud,1,Soluciones en la nube.,"Soluciones en la nube. Pensado para PyMEs que buscan contar con infraestructura estable, rápida y segura. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Consultoría en Soluciones Cloud""? Solicitá una demo sin cargo.",1,1425.00,Hosting e Infraestructura,"Clientum,Consultoría,Hosting e Infraestructura,Multiplataforma",Multiplataforma,Consultoría,hosting e infraestructura consultoría,Consultoría en Soluciones Cloud: Soluciones en la nube. Pedí tu presupuesto con Clientum.
151,simple,CTM-0152,Respaldo y Recuperación de Datos,1,Respaldo y recuperación de datos.,"Respaldo y recuperación de datos. Pensado para PyMEs que buscan contar con infraestructura estable, rápida y segura. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Respaldo y Recuperación de Datos""? Solicitá una demo sin cargo.",1,1275.00,Hosting e Infraestructura,"Clientum,Hosting e Infraestructura,Implementación,Multiplataforma",Multiplataforma,Implementación,hosting e infraestructura implementación,Respaldo y Recuperación de Datos: Respaldo y recuperación de datos. Pedí tu presupuesto con Clientum.
152,simple,CTM-0153,Configuración de Redes,1,Configuración de redes.,"Configuración de redes. Pensado para PyMEs que buscan contar con infraestructura estable, rápida y segura. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Configuración de Redes""? Solicitá una demo sin cargo.",1,825.00,Hosting e Infraestructura,"Clientum,Hosting e Infraestructura,Implementación,Multiplataforma",Multiplataforma,Implementación,hosting e infraestructura implementación,Configuración de Redes: Configuración de redes. Pedí tu presupuesto con Clientum.
153,simple,CTM-0154,Soporte de Infraestructura en la Nube,1,Monitoreo de infraestructuras en la nube.,"Monitoreo de infraestructuras en la nube. Pensado para PyMEs que buscan contar con infraestructura estable, rápida y segura. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Soporte de Infraestructura en la Nube""? Solicitá una demo sin cargo.",1,975.00,Hosting e Infraestructura,"Clientum,Hosting e Infraestructura,Multiplataforma,Soporte",Multiplataforma,Soporte,hosting e infraestructura soporte,Soporte de Infraestructura en la Nube: Monitoreo de infraestructuras en la nube. Pedí tu presupuesto con Clientum.
