ID,Type,SKU,Name,Published,Short description,Description,In stock?,Regular price,Categories,Tags
,simple,SRV-7603,Consultoría en estrategias de crecimiento,1,Consultoría En Estrategias De Crecimiento,Consultoría En Estrategias De Crecimiento,1,600.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7606,Implementación de soluciones de machine learning,1,Soluciones De Machine Learning,Soluciones De Machine Learning,1,1500.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7607,Consultoría en desarrollo sostenible,1,Consultoría En Desarrollo Sostenible,Consultoría En Desarrollo Sostenible,1,800.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7610,Consultoría en gestión de riesgos,1,Consultoría En Gestión De Riesgos,Consultoría En Gestión De Riesgos,1,900.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7617,Desarrollo de soluciones de inteligencia de negocios,1,Soluciones De Inteligencia De Negocios,Soluciones De Inteligencia De Negocios,1,1800.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7624,Implementación de soluciones de big data,1,Soluciones De Big Data,Soluciones De Big Data,1,1800.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7638,Consultoría en inteligencia competitiva,1,Consultoría En Inteligencia Competitiva,Consultoría En Inteligencia Competitiva,1,1000.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7641,Consultoría en analítica avanzada,1,Consultoría En Analítica Avanzada,Consultoría En Analítica Avanzada,1,1100.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7647,Servicios de Big Data,1,Soluciones De Big Data,Soluciones De Big Data,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7651,Consultoría en Gobierno de Datos y Gestión de la Información,1,Gobierno De Datos.,Gobierno De Datos.,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7652,Implementación de Soluciones de Análisis de Datos Avanzado,1,Análisis De Datos Avanzado.,Análisis De Datos Avanzado.,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7657,Servicios de Análisis de Sentimientos y Minería de Texto,1,Análisis De Sentimientos Y Texto.,Análisis De Sentimientos Y Texto.,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7670,Business Intelligence Setup,1,Implementación De Bi,Implementación De Bi,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7689,Optimización de Bases de Datos,1,Optimización De Bases De Datos,Optimización De Bases De Datos,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7691,BI (Business Intelligence),1,Análisis De Datos Personalizado,Análisis De Datos Personalizado,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7694,Automatización de Reportes Ejecutivos,1,Automatización De Reportes Con Pentaho,Automatización De Reportes Con Pentaho,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7695,Análisis de Big Data,1,Análisis De Big Data,Análisis De Big Data,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7697,Optimización de Estrategias de Precios,1,Optimización De Precios,Optimización De Precios,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7701,Gobierno de datos y gestión de la información,1,Gobierno De Datos Y Gestión De La Información,Gobierno De Datos Y Gestión De La Información,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7702,Análisis de datos avanzado,1,Análisis De Datos Avanzado.,Análisis De Datos Avanzado.,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7707,Análisis de sentimientos y minería de texto,1,Análisis De Sentimientos Y Minería De Texto,Análisis De Sentimientos Y Minería De Texto,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7724,Consultoría en Analítica Avanzada y Ciencia de Datos,1,Analítica Avanzada Y Ciencia De Datos,Analítica Avanzada Y Ciencia De Datos,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7730,Consultoría en Gobierno de Datos y Gestión del Ciclo de Vida de la Información: Optimiza tus datos para el éxito,1,Consultoría en Gobierno de Datos y Gestión del Ciclo de Vida de la Información: Optimiza tus datos para el éxito,Consultoría en Gobierno de Datos y Gestión del Ciclo de Vida de la Información: Optimiza tus datos para el éxito,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7731,Implementación de soluciones de inteligencia de negocios (BI) y cuadros de mando (dashboards) personalizados,1,Implementación De Bi Y Dashboards Personalizados,Implementación De Bi Y Dashboards Personalizados,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7740,Implementación de soluciones de análisis predictivo y minería de datos,1,Análisis Predictivo Y Minería De Datos,Análisis Predictivo Y Minería De Datos,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7745,Consultoría en gobernanza de datos y gestión del ciclo de vida de la información a nivel empresarial,1,Gobernanza De Datos Empresarial,Gobernanza De Datos Empresarial,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7758,Implementación de soluciones de análisis de datos en tiempo real y monitoreo de indicadores clave de desempeño (KPIs),1,Análisis De Datos,Análisis De Datos,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7764,Implementación de soluciones de análisis predictivo y aprendizaje automático para anticipar tendencias y oportunidades,1,Análisis De Datos,Análisis De Datos,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7765,Consultoría en gobierno de datos y gestión del ciclo de vida de la información a nivel empresarial,1,Consultoría,Consultoría,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7771,Implementación de soluciones de inteligencia de negocios (BI) y cuadros de mando (dashboards) avanzados con analítica visual,1,Análisis De Datos,Análisis De Datos,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7774,Consultoría en Gobernanza de Datos y Gestión del Ciclo de Vida de la Información,1,Gobernanza De Datos,Gobernanza De Datos,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7780,Implementación de Soluciones de Análisis de Datos en Tiempo Real,1,Análisis De Datos Y Monitoreo De Kpis,Análisis De Datos Y Monitoreo De Kpis,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7784,Implementación de Soluciones de Análisis Predictivo,1,Análisis Predictivo Y Machine Learning,Análisis Predictivo Y Machine Learning,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7785,Consultoría en Gobierno de Datos y Gestión de Información,1,Gestión De Datos E Información,Gestión De Datos E Información,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7788,Implementación de Soluciones de Inteligencia de Negocios (BI),1,Bi Y Analítica Visual Avanzada,Bi Y Analítica Visual Avanzada,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7794,Análisis de Sentimiento de Clientes en Línea,1,Evaluación De Sentimiento En Línea.,Evaluación De Sentimiento En Línea.,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7796,Generación Automatizada de Informes Ejecutivos,1,Informes Ejecutivos Automáticos.,Informes Ejecutivos Automáticos.,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7800,Análisis predictivo y minería de datos,1,Soluciones De Análisis Predictivo Y Minería De Datos.,Soluciones De Análisis Predictivo Y Minería De Datos.,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7804,Gobernanza de datos y gestión del ciclo de vida,1,Gobernanza De Datos Y Gestión Del Ciclo De Vida.,Gobernanza De Datos Y Gestión Del Ciclo De Vida.,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7812,Análisis de datos en tiempo real,1,Soluciones De Análisis De Datos En Tiempo Real.,Soluciones De Análisis De Datos En Tiempo Real.,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7835,Análisis Predictivo y ML,1,Análisis Predictivo Y Ml,Análisis Predictivo Y Ml,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7836,Inteligencia de Negocios (BI),1,Inteligencia De Negocios,Inteligencia De Negocios,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7838,IA y Aprendizaje Automático,1,Ia Y Aprendizaje Automático,Ia Y Aprendizaje Automático,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7840,Gobierno de Datos y Gestión,1,Gobierno De Datos Y Gestión,Gobierno De Datos Y Gestión,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7849,Business Intelligence (BI),1,Inteligencia De Negocios,Inteligencia De Negocios,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7859,Análisis de Competidores y Mercado,1,Análisis De Mercado,Análisis De Mercado,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7861,Generación de Informes Inteligentes,1,Informes Inteligentes,Informes Inteligentes,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7872,Análisis de Competencia,1,Análisis Estratégico De Competencia.,Análisis Estratégico De Competencia.,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7887,Analítica Avanzada para la Toma de Decisiones,1,Analítica Avanzada,Analítica Avanzada,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7890,Inteligencia de Mercado para Identificar Tendencias,1,Inteligencia De Mercado,Inteligencia De Mercado,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7903,Implementación de Sistemas de IA,1,Sistemas De Ia,Sistemas De Ia,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7906,Análisis de la Competencia,1,Análisis Competitivo Con Ia,Análisis Competitivo Con Ia,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7908,Análisis De Datos De Marketing,1,Análisis De Marketing Con Ia,Análisis De Marketing Con Ia,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7912,Análisis de Datos con IA,1,Análisis De Datos Con Ia,Análisis De Datos Con Ia,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7917,Análisis de Comportamiento del Consumidor,1,Análisis De Comportamiento,Análisis De Comportamiento,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7919,Análisis de Datos Financieros con IA,1,Análisis Financiero,Análisis Financiero,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7924,Optimización de Estrategias Financieras,1,Optimización De Finanzas,Optimización De Finanzas,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7926,Optimización de Energía y Recursos,1,Optimización De Energía,Optimización De Energía,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7927,Optimización de Estrategias de Negocios,1,Optimización De Negocios,Optimización De Negocios,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7929,Optimización de Proyectos Empresariales,1,Optimización De Proyectos,Optimización De Proyectos,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7930,Optimización de Competencia de Mercado,1,Optimización De Competencia,Optimización De Competencia,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7931,Optimización de Estrategias de Recursos,1,Optimización De Recursos,Optimización De Recursos,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7932,Optimización de Energía y Sustentabilidad,1,Optimización De Energía,Optimización De Energía,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7944,Consultoría en Big Data,1,Consultoría En Big Data,Consultoría En Big Data,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7956,Plataforma de Analítica de Clientes,1,Análisis De Datos De Clientes,Análisis De Datos De Clientes,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7969,Plataforma de Analítica Web,1,Análisis Del Comportamiento Web,Análisis Del Comportamiento Web,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7971,Plataforma de Análisis de Datos Financieros,1,Análisis De Datos Financieros,Análisis De Datos Financieros,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7972,Plataforma de Business Intelligence (BI),1,Herramientas Avanzadas De Bi,Herramientas Avanzadas De Bi,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7973,Plataforma de Análisis de Datos de Clientes,1,Análisis De Datos De Clientes,Análisis De Datos De Clientes,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7994,Análisis de la Competencia con IA,1,Solución De Análisis De La Competencia Basada En Ia,Solución De Análisis De La Competencia Basada En Ia,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-7998,Análisis de Interacciones con Clientes con IA,1,Solución De Análisis De Interacciones Con Clientes Basada En Ia,Solución De Análisis De Interacciones Con Clientes Basada En Ia,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8000,Análisis de Sentimiento en Llamadas Telefónicas,1,Solución De Análisis De Sentimiento En Llamadas Telefónicas Basada En Ia,Solución De Análisis De Sentimiento En Llamadas Telefónicas Basada En Ia,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8002,Análisis de Datos de Recursos Humanos con IA,1,Solución De Análisis De Datos De Rrhh Basada En Ia,Solución De Análisis De Datos De Rrhh Basada En Ia,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8003,Análisis de Datos de Marketing con IA,1,Solución De Análisis De Datos De Marketing Con Ia,Solución De Análisis De Datos De Marketing Con Ia,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8004,Análisis de Datos de Ventas con IA,1,Solución De Análisis De Datos De Ventas Basada En Ia,Solución De Análisis De Datos De Ventas Basada En Ia,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8005,Análisis Predictivo para Mantenimiento,1,Solución De Análisis Predictivo Para Mantenimiento Basada En Ia,Solución De Análisis Predictivo Para Mantenimiento Basada En Ia,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8006,Análisis de Datos de la Cadena de Suministro con IA,1,Solución De Análisis De Datos De La Cadena De Suministro Con Ia,Solución De Análisis De Datos De La Cadena De Suministro Con Ia,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8008,Gestión de Riesgos con IA,1,Solución De Gestión De Riesgos Basada En Ia,Solución De Gestión De Riesgos Basada En Ia,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8009,Planificación Financiera con IA,1,Solución De Planificación Financiera Con Ia,Solución De Planificación Financiera Con Ia,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8011,Gestión de Cumplimiento Normativo con IA,1,Solución De Gestión De Cumplimiento Normativo Con Ia,Solución De Gestión De Cumplimiento Normativo Con Ia,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8021,Analítica de datos,1,Análisis Y Generación De Reportes A Partir De Datos.,Análisis Y Generación De Reportes A Partir De Datos.,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8034,Análisis de mercado,1,Servicios De Investigación Y Análisis De Mercados.,Servicios De Investigación Y Análisis De Mercados.,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8036,Análisis de datos y BI,1,Servicios De Analítica De Datos Y Business Intelligence.,Servicios De Analítica De Datos Y Business Intelligence.,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8044,Investigación de mercados,1,Servicios De Investigación De Mercados Para Recopilar Y Analizar Información.,Servicios De Investigación De Mercados Para Recopilar Y Analizar Información.,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8049,Soluciones de inteligencia de negocios,1,Servicios De Diseño E Implementación De Soluciones De Business Intelligence.,Servicios De Diseño E Implementación De Soluciones De Business Intelligence.,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8053,Consultoría en innovación,1,Servicios De Consultoría Para Impulsar La Innovación En Las Organizaciones.,Servicios De Consultoría Para Impulsar La Innovación En Las Organizaciones.,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8058,Servicios de análisis de datos,1,Servicios De Consultoría Y Ejecución De Proyectos De Analítica De Datos.,Servicios De Consultoría Y Ejecución De Proyectos De Analítica De Datos.,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8059,Consultoría en gestión de procesos,1,"Servicios De Consultoría En Gestión, Eficiencia Y Optimización De Procesos Empresariales.","Servicios De Consultoría En Gestión, Eficiencia Y Optimización De Procesos Empresariales.",1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8061,Consultoría en planificación estratégica,1,Servicios De Consultoría Para El Diseño E Implementación De Estrategias Empresariales.,Servicios De Consultoría Para El Diseño E Implementación De Estrategias Empresariales.,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8065,Consultoría en gestión de la innovación,1,Servicios De Consultoría Para Potenciar Las Capacidades De Innovación En Las Organizaciones.,Servicios De Consultoría Para Potenciar Las Capacidades De Innovación En Las Organizaciones.,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8070,Servicios de consultoría en transformación digital,1,Servicios De Consultoría Para Guiar A Las Organizaciones En Su Proceso De Transformación Digital.,Servicios De Consultoría Para Guiar A Las Organizaciones En Su Proceso De Transformación Digital.,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8071,Desarrollo de soluciones de analítica avanzada,1,Servicios De Creación De Aplicaciones Y Sistemas De Analítica Avanzada Para La Toma De Decisiones.,Servicios De Creación De Aplicaciones Y Sistemas De Analítica Avanzada Para La Toma De Decisiones.,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8082,Desarrollo de soluciones de business intelligence,1,"Servicios De Creación De Soluciones De Bi Para El Análisis, Visualización Y Monitoreo De Datos.","Servicios De Creación De Soluciones De Bi Para El Análisis, Visualización Y Monitoreo De Datos.",1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8086,Servicios de análisis de datos y big data,1,Servicios De Consultoría Y Ejecución De Proyectos De Análisis De Datos Y Big Data Para Empresas.,Servicios De Consultoría Y Ejecución De Proyectos De Análisis De Datos Y Big Data Para Empresas.,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8091,Servicios de estrategia y transformación digital,1,"Servicios De Consultoría En Estrategia, Diseño E Implementación De Programas De Transformación Digital.","Servicios De Consultoría En Estrategia, Diseño E Implementación De Programas De Transformación Digital.",1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8101,Desarrollo de soluciones de inteligencia de negocios (BI),1,Servicios De Creación De Soluciones De Inteligencia De Negocios (Bi) Para Empresas.,Servicios De Creación De Soluciones De Inteligencia De Negocios (Bi) Para Empresas.,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8104,Servicios de análisis de datos y visualización,1,Servicios De Consultoría Y Ejecución De Proyectos De Análisis De Datos Y Visualización.,Servicios De Consultoría Y Ejecución De Proyectos De Análisis De Datos Y Visualización.,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8109,Servicios de consultoría en administración y gestión de datos,1,Servicios De Consultoría Especializada En La Gestión Integral De Datos Empresariales.,Servicios De Consultoría Especializada En La Gestión Integral De Datos Empresariales.,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8113,Servicios de consultoria en arquitectura empresarial,1,Servicios De Consultoría Especializada En El Desarrollo De Arquitecturas De Sistemas Y Procesos A Nivel Organizacional.,Servicios De Consultoría Especializada En El Desarrollo De Arquitecturas De Sistemas Y Procesos A Nivel Organizacional.,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8116,Servicios de consultoría en estrategia y gobierno de datos,1,Servicios De Consultoría Especializada En El Diseño E Implementación De Iniciativas De Gobernanza De Datos.,Servicios De Consultoría Especializada En El Diseño E Implementación De Iniciativas De Gobernanza De Datos.,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8117,Servicios de análisis de big data y business intelligence,1,Servicios De Consultoría Y Desarrollo De Plataformas De Inteligencia De Negocios Y Analítica Avanzada.,Servicios De Consultoría Y Desarrollo De Plataformas De Inteligencia De Negocios Y Analítica Avanzada.,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8123,Servicios de consultoría en estrategia y transformación digital,1,Servicios De Consultoría Especializada En La Planificación E Implementación De Iniciativas De Digitalización.,Servicios De Consultoría Especializada En La Planificación E Implementación De Iniciativas De Digitalización.,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8134,Servicios de implementación de soluciones de analítica de datos y visualización,1,"Servicios De Consultoría Y Desarrollo De Plataformas Para Análisis De Datos, Inteligencia De Negocios Y Generación De Reportes.","Servicios De Consultoría Y Desarrollo De Plataformas Para Análisis De Datos, Inteligencia De Negocios Y Generación De Reportes.",1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8139,Servicios de desarrollo de aplicaciones de análisis predictivo y ciencia de datos,1,"Servicios De Consultoría Y Construcción De Aplicaciones Para La Extracción De Insights, Predicción De Tendencias Y Toma De Decisiones Basada En Datos.","Servicios De Consultoría Y Construcción De Aplicaciones Para La Extracción De Insights, Predicción De Tendencias Y Toma De Decisiones Basada En Datos.",1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8144,Servicios de implementación de soluciones de gestión de datos y analítica empresarial,1,"Servicios De Consultoría Y Despliegue De Soluciones Integrales Para La Gestión, Gobierno Y Análisis De Datos A Nivel Organizacional.","Servicios De Consultoría Y Despliegue De Soluciones Integrales Para La Gestión, Gobierno Y Análisis De Datos A Nivel Organizacional.",1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8151,Servicios de desarrollo de aplicaciones de análisis de datos geoespaciales,1,"Servicios De Consultoría Y Construcción De Soluciones De Procesamiento, Interpretación Y Representación De Información Geoespacial.","Servicios De Consultoría Y Construcción De Soluciones De Procesamiento, Interpretación Y Representación De Información Geoespacial.",1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8153,Servicios de desarrollo de aplicaciones de análisis de datos de redes sociales,1,"Servicios De Consultoría Y Construcción De Soluciones Para La Extracción De Insights, Monitoreo Y Gestión De La Presencia En Canales Digitales.","Servicios De Consultoría Y Construcción De Soluciones Para La Extracción De Insights, Monitoreo Y Gestión De La Presencia En Canales Digitales.",1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8154,Servicios de implementación de soluciones de analítica avanzada de datos,1,"Servicios De Consultoría Y Despliegue De Soluciones De Analítica Predictiva, Prescriptiva Y En Tiempo Real Para Optimizar Procesos Clave Del Negocio.","Servicios De Consultoría Y Despliegue De Soluciones De Analítica Predictiva, Prescriptiva Y En Tiempo Real Para Optimizar Procesos Clave Del Negocio.",1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8160,Servicios de implementación de soluciones de analítica de experiencia de usuario,1,"Servicios De Consultoría Y Despliegue De Soluciones De Analítica De Comportamiento, Usabilidad Y Satisfacción Del Usuario Para Optimizar La Experiencia Digital.","Servicios De Consultoría Y Despliegue De Soluciones De Analítica De Comportamiento, Usabilidad Y Satisfacción Del Usuario Para Optimizar La Experiencia Digital.",1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8181,Consultoría empresarial,1,Servicio De Consultoría Estratégica Para Empresas.,Servicio De Consultoría Estratégica Para Empresas.,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8191,Consultoría de estrategia digital,1,Consultoría Para La Transformación Digital De Negocios.,Consultoría Para La Transformación Digital De Negocios.,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8220,Consultoría en estrategia digital,1,Consultoría Especializada En Estrategia Y Transformación Digital Para Empresas.,Consultoría Especializada En Estrategia Y Transformación Digital Para Empresas.,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8232,Estrategia de Ecommerce: Maximiza tus ventas y rentabilidad online,1,"Servicio de consultoría en estrategia de ecommerce que te ayuda a analizar el mercado, optimizar tu tienda online, implementar campañas de marketing digital, gestionar redes sociales y monitorear el rendimiento para maxi","Servicio de consultoría en estrategia de ecommerce que te ayuda a analizar el mercado, optimizar tu tienda online, implementar campañas de marketing digital, gestionar redes sociales y monitorear el rendimiento para maxi",1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8245,Análisis de Conversiones: Optimiza tu E-commerce y Dispara tus Ventas,1,Análisis de Conversiones: Optimiza tu E-commerce y Aumenta tus Ventas Servicio que te permite: Identificar áreas de mejora Optimizar la experiencia del usuario Aumentar las ventas Mejorar el ROI de marketing,Análisis de Conversiones: Optimiza tu E-commerce y Aumenta tus Ventas Servicio que te permite: Identificar áreas de mejora Optimizar la experiencia del usuario Aumentar las ventas Mejorar el ROI de marketing,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8256,Servicio de Analítica Web: Optimiza tu E-commerce con Datos Valiosos,1,"Servicio de analítica web para e-commerce que brinda datos valiosos para optimizar la experiencia del usuario, aumentar las conversiones, reducir costos y obtener una ventaja competitiva.","Servicio de analítica web para e-commerce que brinda datos valiosos para optimizar la experiencia del usuario, aumentar las conversiones, reducir costos y obtener una ventaja competitiva.",1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8341,Análisis de Sentimiento en Redes Sociales,1,Análisis De Sentimiento En Redes Sociales Con Ia.,Análisis De Sentimiento En Redes Sociales Con Ia.,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8346,Análisis de Datos de Ecommerce: Optimiza tu Estrategia con Datos Clave,1,Análisis de Datos de Ecommerce: Optimiza tu estrategia con datos clave,Análisis de Datos de Ecommerce: Optimiza tu estrategia con datos clave,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8357,Análisis y Reportes Ecommerce: Monitorea y Optimiza tu Tienda Online,1,Análisis y Reportes de Datos de Ecommerce,Análisis y Reportes de Datos de Ecommerce,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8364,Análisis y Optimización de Conversiones para Ecommerce: Maximiza tus Ventas Online,1,Análisis y Optimización de Conversiones para Ecommerce: Maximiza tus ventas online,Análisis y Optimización de Conversiones para Ecommerce: Maximiza tus ventas online,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8371,Análisis Avanzado de Datos para Ecommerce: Optimiza tu Tienda Virtual con Insights Estratégicos,1,Análisis Avanzado de Datos para Ecommerce: Optimiza tu Tienda Virtual con Insights Estratégicos,Análisis Avanzado de Datos para Ecommerce: Optimiza tu Tienda Virtual con Insights Estratégicos,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8382,Servicios de Analítica Ecommerce: Optimiza tu Tienda Virtual con Datos y KPIs Clave,1,Servicios de Analítica para Ecommerce: Impulsa tu Negocio Online,Servicios de Analítica para Ecommerce: Impulsa tu Negocio Online,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-8391,Servicios de Análisis de Datos para Ecommerce: Optimiza tu Tienda Virtual con Datos,1,Servicios de Análisis de Datos para Ecommerce: Optimiza tu Tienda Virtual con Datos,Servicios de Análisis de Datos para Ecommerce: Optimiza tu Tienda Virtual con Datos,1,0.00,Servicios > Business Intelligence,"servicio,clientum"
